Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,
Data,5,record,timestamp,"999204458",s,position_lat,"476835739",semicircles,position_long,"-1255431705",semicircles,distance,"13507.57",m,altitude,"1650.1999999999998",m,enhanced_altitude,"1650.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999204468",s,position_lat,"476835381",semicircles,position_long,"-1255434211",semicircles,distance,"13525.79",m,altitude,"1650.4",m,enhanced_altitude,"1650.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204478",s,position_lat,"476835262",semicircles,position_long,"-1255444352",semicircles,distance,"13598.32",m,altitude,"1651.0",m,enhanced_altitude,"1651.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204488",s,position_lat,"476835143",semicircles,position_long,"-1255454493",semicircles,distance,"13670.85",m,altitude,"1651.4",m,enhanced_altitude,"1651.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204498",s,position_lat,"476835024",semicircles,position_long,"-1255464634",semicircles,distance,"13743.37",m,altitude,"1651.8000000000002",m,enhanced_altitude,"1651.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204508",s,position_lat,"476834785",semicircles,position_long,"-1255465708",semicircles,distance,"13751.37",m,altitude,"1651.8000000000002",m,enhanced_altitude,"1651.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204518",s,position_lat,"476834188",semicircles,position_long,"-1255467020",semicircles,distance,"13762.28",m,altitude,"1652.0",m,enhanced_altitude,"1652.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204528",s,position_lat,"476834069",semicircles,position_long,"-1255468570",semicircles,distance,"13773.43",m,altitude,"1652.0",m,enhanced_altitude,"1652.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204538",s,position_lat,"476834666",semicircles,position_long,"-1255470957",semicircles,distance,"13791.37",m,altitude,"1652.0",m,enhanced_altitude,"1652.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204548",s,position_lat,"476835501",semicircles,position_long,"-1255473820",semicircles,distance,"13813.28",m,altitude,"1652.0",m,enhanced_altitude,"1652.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204558",s,position_lat,"476835739",semicircles,position_long,"-1255476564",semicircles,distance,"13833.03",m,altitude,"1652.0",m,enhanced_altitude,"1652.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204568",s,position_lat,"476835739",semicircles,position_long,"-1255477637",semicircles,distance,"13840.71",m,altitude,"1652.1999999999998",m,enhanced_altitude,"1652.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999204578",s,position_lat,"476836097",semicircles,position_long,"-1255481217",semicircles,distance,"13866.52",m,altitude,"1652.1999999999998",m,enhanced_altitude,"1652.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999204588",s,position_lat,"476836336",semicircles,position_long,"-1255485512",semicircles,distance,"13897.32",m,altitude,"1652.1999999999998",m,enhanced_altitude,"1652.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999204598",s,position_lat,"476836217",semicircles,position_long,"-1255489925",semicircles,distance,"13928.9",m,altitude,"1652.4",m,enhanced_altitude,"1652.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204608",s,position_lat,"476836217",semicircles,position_long,"-1255498397",semicircles,distance,"13989.48",m,altitude,"1652.8000000000002",m,enhanced_altitude,"1652.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204618",s,position_lat,"476836336",semicircles,position_long,"-1255506748",semicircles,distance,"14049.21",m,altitude,"1653.8000000000002",m,enhanced_altitude,"1653.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204628",s,position_lat,"476836217",semicircles,position_long,"-1255514026",semicircles,distance,"14101.26",m,altitude,"1655.4",m,enhanced_altitude,"1655.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204638",s,position_lat,"476835978",semicircles,position_long,"-1255521184",semicircles,distance,"14152.5",m,altitude,"1656.6",m,enhanced_altitude,"1656.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204648",s,position_lat,"476827507",semicircles,position_long,"-1255521304",semicircles,distance,"14231.54",m,altitude,"1657.1999999999998",m,enhanced_altitude,"1657.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999204658",s,position_lat,"476819037",semicircles,position_long,"-1255521304",semicircles,distance,"14310.58",m,altitude,"1657.8000000000002",m,enhanced_altitude,"1657.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204668",s,position_lat,"476811043",semicircles,position_long,"-1255521304",semicircles,distance,"14385.16",m,altitude,"1658.0",m,enhanced_altitude,"1658.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204678",s,position_lat,"476803050",semicircles,position_long,"-1255521184",semicircles,distance,"14459.75",m,altitude,"1658.4",m,enhanced_altitude,"1658.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204688",s,position_lat,"476795056",semicircles,position_long,"-1255521184",semicircles,distance,"14534.33",m,altitude,"1658.6",m,enhanced_altitude,"1658.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204698",s,position_lat,"476792909",semicircles,position_long,"-1255520946",semicircles,distance,"14554.44",m,altitude,"1658.8000000000002",m,enhanced_altitude,"1658.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204708",s,position_lat,"476790761",semicircles,position_long,"-1255520349",semicircles,distance,"14574.93",m,altitude,"1659.0",m,enhanced_altitude,"1659.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204718",s,position_lat,"476788614",semicircles,position_long,"-1255519395",semicircles,distance,"14596.1",m,altitude,"1659.4",m,enhanced_altitude,"1659.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204728",s,position_lat,"476783126",semicircles,position_long,"-1255514622",semicircles,distance,"14657.63",m,altitude,"1659.8000000000002",m,enhanced_altitude,"1659.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204738",s,position_lat,"476775252",semicircles,position_long,"-1255506629",semicircles,distance,"14750.72",m,altitude,"1660.8000000000002",m,enhanced_altitude,"1660.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204748",s,position_lat,"476767377",semicircles,position_long,"-1255498755",semicircles,distance,"14843.29",m,altitude,"1661.6",m,enhanced_altitude,"1661.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204758",s,position_lat,"476759504",semicircles,position_long,"-1255490762",semicircles,distance,"14936.38",m,altitude,"1662.6",m,enhanced_altitude,"1662.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204768",s,position_lat,"476754612",semicircles,position_long,"-1255485512",semicircles,distance,"14995.48",m,altitude,"1663.0",m,enhanced_altitude,"1663.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204778",s,position_lat,"476749840",semicircles,position_long,"-1255480382",semicircles,distance,"15053.18",m,altitude,"1663.0",m,enhanced_altitude,"1663.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204788",s,position_lat,"476744352",semicircles,position_long,"-1255473938",semicircles,distance,"15122.06",m,altitude,"1662.6",m,enhanced_altitude,"1662.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204798",s,position_lat,"476738745",semicircles,position_long,"-1255467496",semicircles,distance,"15191.78",m,altitude,"1663.0",m,enhanced_altitude,"1663.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204808",s,position_lat,"476733257",semicircles,position_long,"-1255461055",semicircles,distance,"15260.66",m,altitude,"1664.0",m,enhanced_altitude,"1664.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204818",s,position_lat,"476725383",semicircles,position_long,"-1255452703",semicircles,distance,"15355.35",m,altitude,"1664.8000000000002",m,enhanced_altitude,"1664.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204828",s,position_lat,"476719298",semicircles,position_long,"-1255446499",semicircles,distance,"15427.4",m,altitude,"1666.1999999999998",m,enhanced_altitude,"1666.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999204838",s,position_lat,"476713213",semicircles,position_long,"-1255440296",semicircles,distance,"15499.46",m,altitude,"1667.8000000000002",m,enhanced_altitude,"1667.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204848",s,position_lat,"476707606",semicircles,position_long,"-1255433852",semicircles,distance,"15569.17",m,altitude,"1668.6",m,enhanced_altitude,"1668.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204858",s,position_lat,"476701880",semicircles,position_long,"-1255427411",semicircles,distance,"15639.73",m,altitude,"1669.6",m,enhanced_altitude,"1669.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204868",s,position_lat,"476696153",semicircles,position_long,"-1255418105",semicircles,distance,"15725.08",m,altitude,"1669.4",m,enhanced_altitude,"1669.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204878",s,position_lat,"476694721",semicircles,position_long,"-1255414884",semicircles,distance,"15751.71",m,altitude,"1669.8000000000002",m,enhanced_altitude,"1669.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204888",s,position_lat,"476693647",semicircles,position_long,"-1255411663",semicircles,distance,"15776.84",m,altitude,"1670.4",m,enhanced_altitude,"1670.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204898",s,position_lat,"476693051",semicircles,position_long,"-1255408919",semicircles,distance,"15797.24",m,altitude,"1669.6",m,enhanced_altitude,"1669.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204908",s,position_lat,"476690784",semicircles,position_long,"-1255397107",semicircles,distance,"15884.32",m,altitude,"1671.0",m,enhanced_altitude,"1671.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204918",s,position_lat,"476688517",semicircles,position_long,"-1255385296",semicircles,distance,"15971.41",m,altitude,"1672.8000000000002",m,enhanced_altitude,"1672.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204928",s,position_lat,"476687324",semicircles,position_long,"-1255380524",semicircles,distance,"16007.31",m,altitude,"1673.4",m,enhanced_altitude,"1673.4",m,,,,,,,,,,
Data,5,record,timestamp,"999204938",s,position_lat,"476684103",semicircles,position_long,"-1255372292",semicircles,distance,"16073.41",m,altitude,"1674.0",m,enhanced_altitude,"1674.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204948",s,position_lat,"476681956",semicircles,position_long,"-1255367401",semicircles,distance,"16113.73",m,altitude,"1674.6",m,enhanced_altitude,"1674.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204958",s,position_lat,"476680882",semicircles,position_long,"-1255365850",semicircles,distance,"16128.68",m,altitude,"1674.8000000000002",m,enhanced_altitude,"1674.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204968",s,position_lat,"476678973",semicircles,position_long,"-1255365850",semicircles,distance,"16146.49",m,altitude,"1675.0",m,enhanced_altitude,"1675.0",m,,,,,,,,,,
Data,5,record,timestamp,"999204978",s,position_lat,"476678615",semicircles,position_long,"-1255361316",semicircles,distance,"16179.09",m,altitude,"1675.6",m,enhanced_altitude,"1675.6",m,,,,,,,,,,
Data,5,record,timestamp,"999204988",s,position_lat,"476678496",semicircles,position_long,"-1255357140",semicircles,distance,"16208.97",m,altitude,"1675.8000000000002",m,enhanced_altitude,"1675.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999204998",s,position_lat,"476678615",semicircles,position_long,"-1255352487",semicircles,distance,"16242.27",m,altitude,"1676.0",m,enhanced_altitude,"1676.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205008",s,position_lat,"476679212",semicircles,position_long,"-1255348073",semicircles,distance,"16274.33",m,altitude,"1676.4",m,enhanced_altitude,"1676.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205018",s,position_lat,"476679689",semicircles,position_long,"-1255345926",semicircles,distance,"16290.32",m,altitude,"1676.4",m,enhanced_altitude,"1676.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205038",s,position_lat,"476681119",semicircles,position_long,"-1255339245",semicircles,distance,"16339.94",m,altitude,"1676.8000000000002",m,enhanced_altitude,"1676.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205048",s,position_lat,"476684103",semicircles,position_long,"-1255327911",semicircles,distance,"16425.65",m,altitude,"1679.0",m,enhanced_altitude,"1679.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205058",s,position_lat,"476687205",semicircles,position_long,"-1255319679",semicircles,distance,"16491.26",m,altitude,"1679.6",m,enhanced_altitude,"1679.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205068",s,position_lat,"476690188",semicircles,position_long,"-1255311447",semicircles,distance,"16556.38",m,altitude,"1681.0",m,enhanced_altitude,"1681.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205078",s,position_lat,"476691739",semicircles,position_long,"-1255306317",semicircles,distance,"16595.82",m,altitude,"1681.8000000000002",m,enhanced_altitude,"1681.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205088",s,position_lat,"476694125",semicircles,position_long,"-1255294981",semicircles,distance,"16679.89",m,altitude,"1683.6",m,enhanced_altitude,"1683.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205098",s,position_lat,"476696630",semicircles,position_long,"-1255283649",semicircles,distance,"16764.25",m,altitude,"1685.1999999999998",m,enhanced_altitude,"1685.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205108",s,position_lat,"476699015",semicircles,position_long,"-1255272315",semicircles,distance,"16848.32",m,altitude,"1688.0",m,enhanced_altitude,"1688.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205118",s,position_lat,"476701641",semicircles,position_long,"-1255264441",semicircles,distance,"16909.73",m,altitude,"1690.1999999999998",m,enhanced_altitude,"1690.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205128",s,position_lat,"476703908",semicircles,position_long,"-1255259549",semicircles,distance,"16950.61",m,altitude,"1689.1999999999998",m,enhanced_altitude,"1689.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205138",s,position_lat,"476708203",semicircles,position_long,"-1255251317",semicircles,distance,"17021.84",m,altitude,"1690.6",m,enhanced_altitude,"1690.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205148",s,position_lat,"476712020",semicircles,position_long,"-1255242011",semicircles,distance,"17097.32",m,altitude,"1692.6",m,enhanced_altitude,"1692.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205158",s,position_lat,"476715719",semicircles,position_long,"-1255232825",semicircles,distance,"17171.54",m,altitude,"1692.8000000000002",m,enhanced_altitude,"1692.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205168",s,position_lat,"476721326",semicircles,position_long,"-1255221491",semicircles,distance,"17268.02",m,altitude,"1694.4",m,enhanced_altitude,"1694.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205178",s,position_lat,"476725979",semicircles,position_long,"-1255211947",semicircles,distance,"17348.91",m,altitude,"1696.6",m,enhanced_altitude,"1696.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205188",s,position_lat,"476728484",semicircles,position_long,"-1255205623",semicircles,distance,"17399.82",m,altitude,"1697.8000000000002",m,enhanced_altitude,"1697.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205198",s,position_lat,"476731586",semicircles,position_long,"-1255196556",semicircles,distance,"17470.84",m,altitude,"1698.4",m,enhanced_altitude,"1698.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205208",s,position_lat,"476734688",semicircles,position_long,"-1255187489",semicircles,distance,"17541.85",m,altitude,"1700.4",m,enhanced_altitude,"1700.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205218",s,position_lat,"476737790",semicircles,position_long,"-1255178422",semicircles,distance,"17612.86",m,altitude,"1700.6",m,enhanced_altitude,"1700.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205228",s,position_lat,"476741011",semicircles,position_long,"-1255168639",semicircles,distance,"17689.01",m,altitude,"1702.8000000000002",m,enhanced_altitude,"1702.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205238",s,position_lat,"476744233",semicircles,position_long,"-1255158856",semicircles,distance,"17765.16",m,altitude,"1702.6",m,enhanced_altitude,"1702.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205248",s,position_lat,"476747454",semicircles,position_long,"-1255149073",semicircles,distance,"17841.31",m,altitude,"1702.6",m,enhanced_altitude,"1702.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205258",s,position_lat,"476749124",semicircles,position_long,"-1255141080",semicircles,distance,"17900.57",m,altitude,"1701.0",m,enhanced_altitude,"1701.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205268",s,position_lat,"476750794",semicircles,position_long,"-1255128672",semicircles,distance,"17990.66",m,altitude,"1700.4",m,enhanced_altitude,"1700.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205278",s,position_lat,"476752465",semicircles,position_long,"-1255116145",semicircles,distance,"18081.6",m,altitude,"1701.0",m,enhanced_altitude,"1701.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205288",s,position_lat,"476754135",semicircles,position_long,"-1255103737",semicircles,distance,"18171.69",m,altitude,"1702.8000000000002",m,enhanced_altitude,"1702.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205298",s,position_lat,"476755805",semicircles,position_long,"-1255091210",semicircles,distance,"18262.63",m,altitude,"1703.6",m,enhanced_altitude,"1703.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205308",s,position_lat,"476748647",semicircles,position_long,"-1255088228",semicircles,distance,"18332.74",m,altitude,"1698.8000000000002",m,enhanced_altitude,"1698.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205318",s,position_lat,"476741487",semicircles,position_long,"-1255085245",semicircles,distance,"18402.86",m,altitude,"1703.1999999999998",m,enhanced_altitude,"1703.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205328",s,position_lat,"476736359",semicircles,position_long,"-1255082740",semicircles,distance,"18453.97",m,altitude,"1705.8000000000002",m,enhanced_altitude,"1705.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205338",s,position_lat,"476731348",semicircles,position_long,"-1255080234",semicircles,distance,"18504.04",m,altitude,"1708.4",m,enhanced_altitude,"1708.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205348",s,position_lat,"476730871",semicircles,position_long,"-1255078922",semicircles,distance,"18514.43",m,altitude,"1708.8000000000002",m,enhanced_altitude,"1708.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205358",s,position_lat,"476729797",semicircles,position_long,"-1255077490",semicircles,distance,"18528.75",m,altitude,"1709.4",m,enhanced_altitude,"1709.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205368",s,position_lat,"476726098",semicircles,position_long,"-1255074627",semicircles,distance,"18568.88",m,altitude,"1711.4",m,enhanced_altitude,"1711.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205378",s,position_lat,"476724309",semicircles,position_long,"-1255071883",semicircles,distance,"18594.65",m,altitude,"1711.8000000000002",m,enhanced_altitude,"1711.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205388",s,position_lat,"476721923",semicircles,position_long,"-1255069855",semicircles,distance,"18621.22",m,altitude,"1712.6",m,enhanced_altitude,"1712.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205398",s,position_lat,"476720133",semicircles,position_long,"-1255067707",semicircles,distance,"18643.91",m,altitude,"1712.8000000000002",m,enhanced_altitude,"1712.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205408",s,position_lat,"476717747",semicircles,position_long,"-1255066156",semicircles,distance,"18668.78",m,altitude,"1713.4",m,enhanced_altitude,"1713.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205418",s,position_lat,"476716435",semicircles,position_long,"-1255064725",semicircles,distance,"18684.74",m,altitude,"1713.6",m,enhanced_altitude,"1713.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205428",s,position_lat,"476715600",semicircles,position_long,"-1255063412",semicircles,distance,"18696.94",m,altitude,"1713.6",m,enhanced_altitude,"1713.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205438",s,position_lat,"476714526",semicircles,position_long,"-1255060430",semicircles,distance,"18720.51",m,altitude,"1712.8000000000002",m,enhanced_altitude,"1712.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205448",s,position_lat,"476711782",semicircles,position_long,"-1255056731",semicircles,distance,"18757.32",m,altitude,"1713.0",m,enhanced_altitude,"1713.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205458",s,position_lat,"476711185",semicircles,position_long,"-1255055061",semicircles,distance,"18770.5",m,altitude,"1712.6",m,enhanced_altitude,"1712.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205468",s,position_lat,"476710947",semicircles,position_long,"-1255052913",semicircles,distance,"18786.02",m,altitude,"1711.6",m,enhanced_altitude,"1711.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205478",s,position_lat,"476711185",semicircles,position_long,"-1255051243",semicircles,distance,"18798.17",m,altitude,"1710.8000000000002",m,enhanced_altitude,"1710.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205488",s,position_lat,"476712975",semicircles,position_long,"-1255048857",semicircles,distance,"18822.05",m,altitude,"1709.0",m,enhanced_altitude,"1709.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205498",s,position_lat,"476713094",semicircles,position_long,"-1255047663",semicircles,distance,"18830.65",m,altitude,"1708.4",m,enhanced_altitude,"1708.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205508",s,position_lat,"476712856",semicircles,position_long,"-1255046352",semicircles,distance,"18840.3",m,altitude,"1707.8000000000002",m,enhanced_altitude,"1707.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205518",s,position_lat,"476711543",semicircles,position_long,"-1255043011",semicircles,distance,"18867.15",m,altitude,"1707.8000000000002",m,enhanced_altitude,"1707.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205528",s,position_lat,"476711185",semicircles,position_long,"-1255041937",semicircles,distance,"18875.52",m,altitude,"1708.1999999999998",m,enhanced_altitude,"1708.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205538",s,position_lat,"476711424",semicircles,position_long,"-1255040864",semicircles,distance,"18883.52",m,altitude,"1708.4",m,enhanced_altitude,"1708.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205548",s,position_lat,"476711901",semicircles,position_long,"-1255037642",semicircles,distance,"18906.98",m,altitude,"1709.4",m,enhanced_altitude,"1709.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205558",s,position_lat,"476711662",semicircles,position_long,"-1255034302",semicircles,distance,"18930.98",m,altitude,"1710.1999999999998",m,enhanced_altitude,"1710.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205568",s,position_lat,"476712259",semicircles,position_long,"-1255030246",semicircles,distance,"18960.52",m,altitude,"1711.0",m,enhanced_altitude,"1711.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205578",s,position_lat,"476711782",semicircles,position_long,"-1255026070",semicircles,distance,"18990.71",m,altitude,"1713.0",m,enhanced_altitude,"1713.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205588",s,position_lat,"476712020",semicircles,position_long,"-1255023326",semicircles,distance,"19010.46",m,altitude,"1714.0",m,enhanced_altitude,"1714.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205598",s,position_lat,"476711901",semicircles,position_long,"-1255021536",semicircles,distance,"19023.31",m,altitude,"1714.6",m,enhanced_altitude,"1714.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205608",s,position_lat,"476712140",semicircles,position_long,"-1255018912",semicircles,distance,"19042.22",m,altitude,"1715.4",m,enhanced_altitude,"1715.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205618",s,position_lat,"476712140",semicircles,position_long,"-1255016048",semicircles,distance,"19062.69",m,altitude,"1716.1999999999998",m,enhanced_altitude,"1716.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205628",s,position_lat,"476712020",semicircles,position_long,"-1255014736",semicircles,distance,"19072.15",m,altitude,"1716.4",m,enhanced_altitude,"1716.4",m,,,,,,,,,,
Data,5,record,timestamp,"999205638",s,position_lat,"476712736",semicircles,position_long,"-1255011634",semicircles,distance,"19095.31",m,altitude,"1716.8000000000002",m,enhanced_altitude,"1716.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205648",s,position_lat,"476712736",semicircles,position_long,"-1255010322",semicircles,distance,"19104.7",m,altitude,"1717.1999999999998",m,enhanced_altitude,"1717.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205658",s,position_lat,"476712377",semicircles,position_long,"-1255006981",semicircles,distance,"19128.82",m,altitude,"1718.1999999999998",m,enhanced_altitude,"1718.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205668",s,position_lat,"476712377",semicircles,position_long,"-1255004476",semicircles,distance,"19146.74",m,altitude,"1718.8000000000002",m,enhanced_altitude,"1718.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205678",s,position_lat,"476712975",semicircles,position_long,"-1255001374",semicircles,distance,"19169.62",m,altitude,"1719.0",m,enhanced_altitude,"1719.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205688",s,position_lat,"476713213",semicircles,position_long,"-1254998868",semicircles,distance,"19187.67",m,altitude,"1719.1999999999998",m,enhanced_altitude,"1719.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205698",s,position_lat,"476712856",semicircles,position_long,"-1254994811",semicircles,distance,"19216.88",m,altitude,"1719.8000000000002",m,enhanced_altitude,"1719.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205708",s,position_lat,"476712975",semicircles,position_long,"-1254991949",semicircles,distance,"19237.39",m,altitude,"1720.1999999999998",m,enhanced_altitude,"1720.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205718",s,position_lat,"476713571",semicircles,position_long,"-1254988966",semicircles,distance,"19259.43",m,altitude,"1720.6",m,enhanced_altitude,"1720.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205728",s,position_lat,"476713929",semicircles,position_long,"-1254988489",semicircles,distance,"19264.21",m,altitude,"1720.6",m,enhanced_altitude,"1720.6",m,,,,,,,,,,
Data,5,record,timestamp,"999205738",s,position_lat,"476714884",semicircles,position_long,"-1254986699",semicircles,distance,"19279.8",m,altitude,"1720.8000000000002",m,enhanced_altitude,"1720.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999205748",s,position_lat,"476714763",semicircles,position_long,"-1254985268",semicircles,distance,"19290.1",m,altitude,"1721.0",m,enhanced_altitude,"1721.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205758",s,position_lat,"476713571",semicircles,position_long,"-1254983596",semicircles,distance,"19306.43",m,altitude,"1722.0",m,enhanced_altitude,"1722.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205768",s,position_lat,"476712377",semicircles,position_long,"-1254981808",semicircles,distance,"19323.39",m,altitude,"1723.0",m,enhanced_altitude,"1723.0",m,,,,,,,,,,
Data,5,record,timestamp,"999205778",s,position_lat,"476711543",semicircles,position_long,"-1254979660",semicircles,distance,"19340.61",m,altitude,"1724.1999999999998",m,enhanced_altitude,"1724.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205788",s,position_lat,"476711543",semicircles,position_long,"-1254976678",semicircles,distance,"19361.95",m,altitude,"1725.1999999999998",m,enhanced_altitude,"1725.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999205798",s,position_lat,"476711662",semicircles,position_long,"-1254975246",semicircles,distance,"19372.24",m,altitude,"1725.4",m,enhanced_altitude,"1725.4",m,,,,,,,,,,
